Company,Current_Price_INR,PE_Ratio,Market_Cap_Crore,Quarterly_Profit_Growth_Percent,Quarterly_Sales_Growth_Percent,ROCE_Percent,Expected_PE_Ratio,Cap_Category,Is_profitable
Sat Kartar Life,139.2,12.7,219.17,58.1,21.07,37.42,88.04554079696395,Micro Cap,True
Satani Bearings,269.3,10772.0,538.6,520.0,0.0,1.0,43.435483870967744,Small Cap,True
Satchmo Holdings,5.29,4.75,77.15,241.55,9872.22,0.0,1.5488215488215487,Micro Cap,True
Sathlokhar Sys.,322.45,10.15,837.68,64.64,48.91,37.09,195.85155490767735,Small Cap,True
Sati Poly,30.35,4.35,15.01,-76.73,-31.51,20.33,130.42544048130645,Micro Cap,True
Satia Industries,55.79,13.64,557.9,-83.63,-1.79,3.94,340.8063530849113,Small Cap,True
Satin Creditcare,231.03,7.68,2552.21,640.16,49.48,13.84,31.213521400778212,Small Cap,True
Sattrix Infor.,362.95,49.99,411.89,70.68,46.03,9.6,212.64940239043824,Micro Cap,True
Sattva Eng.,74.1,9.98,129.44,16.97,8.05,22.76,63.34957681456783,Micro Cap,True
Sattva Sukun,0.77,268.55,29.54,-142.86,709.52,0.59,-1.7965468968735414,Micro Cap,True
Saumya Cons,143.05,0.0,98.8,-7.61,-1994.12,-5.33,154.83277410975217,Micro Cap,False
Saurashtra Cem.,58.18,29.8,647.47,-20.86,-6.57,2.5,73.51528936062674,Small Cap,True
Saven Tech.,39.95,12.71,43.46,63.83,35.36,21.0,24.385033266190565,Micro Cap,True
Savera Industrie,155.7,16.73,185.75,-81.63,26.34,15.04,847.5775721284699,Micro Cap,True
Savita Oil Tech,527.95,18.67,3619.65,45.79,21.71,15.68,362.13046162288225,Small Cap,True
Savy Infra,124.25,6.15,258.55,78.3,127.84,42.76,69.68592260235559,Micro Cap,True
Sawaca Enterpri.,0.3,0.0,17.16,39.08,28.05,0.56,0.2157031924072476,Micro Cap,False
Sawaliya Food,307.45,38.12,304.94,0.0,0.0,24.98,307.45,Micro Cap,True
Sayaji (Indore),1181.0,40.47,359.8,-72.01,0.3,11.27,4219.364058592356,Micro Cap,True
Sayaji Hot. Pune,768.7,12.07,234.19,-0.55,7.6,28.4,772.9512317747611,Micro Cap,True
Sayaji Hotels,308.0,0.0,539.55,68.46,-5.04,-0.02,182.83271993351536,Small Cap,False
Sayaji Industr,112.4,207.41,284.15,241.6,8.53,8.18,32.903981264637004,Micro Cap,True
SBC Exports,41.59,78.37,1980.47,104.99,47.04,18.17,20.28879457534514,Small Cap,True
SBEC Sugar,65.59,16.75,312.56,95.45,-24.0,21.87,33.55845484778716,Micro Cap,True
SBEC Systems,22.0,14.57,22.0,24.65,-4.81,19.92,17.64941837144003,Micro Cap,True
SBFC Finance,90.82,22.29,10056.56,30.05,25.92,11.82,69.83467896962706,Mid Cap,True
SBI,1045.4,11.58,964968.76,0.22,3.34,6.13,1043.1051686290164,Large Cap,True
SBI Cards,624.85,27.44,59461.63,14.06,5.57,10.1,547.8257057688936,Large Cap,True
SBI Life Insuran,1744.9,70.86,175055.44,-1.09,-82.35,14.95,1764.1290061672228,Large Cap,True
SC Agrotech,24.0,54.61,182.39,150.67,0.0,7.17,9.574340766745124,Micro Cap,True
Scan Projects,120.3,35.28,34.57,93.33,44.17,13.35,62.225210779496194,Micro Cap,True
Scan Steels,39.81,12.21,241.83,93.02,16.78,7.05,20.62480571961455,Micro Cap,True
Schaeffler India,4157.6,51.96,64984.81,20.46,18.81,27.9,3451.436161381371,Large Cap,True
Schneider APW,1137.58,35.51,1376.02,-57.89,-19.51,23.88,2701.448587033958,Small Cap,True
Schneider Elect.,1335.3,143.25,31927.02,-71.64,0.48,29.63,4708.392101551482,Large Cap,True
Scintilla Comm,12.0,0.0,12.03,-36.36,-37.5,-1.21,18.856065367693272,Micro Cap,False
Scoda Tubes,144.05,22.22,862.99,-7.47,-0.12,16.54,155.679239165676,Small Cap,True
Scoobee Garments,72.61,0.0,122.86,-202.01,-72.58,-6.12,-71.17929614743655,Micro Cap,False
Sealmatic India,370.0,38.94,401.82,-59.62,-13.34,12.77,916.2951956414065,Micro Cap,True
SEAMEC Ltd,1488.0,15.05,3783.24,141.04,63.85,20.04,617.3249253235978,Small Cap,True
Seasons Textiles,18.1,79.76,13.56,85.71,-15.87,3.94,9.74637876258683,Micro Cap,True
Secmark Consult.,123.5,50.2,129.02,14.25,14.4,11.68,108.09628008752735,Micro Cap,True
SecureKloud Tech,19.01,0.0,63.51,-334.41,-38.58,-5.97,-8.109722281472633,Micro Cap,False
Sedemac Mechatro,2666.2,113.67,11774.34,272.59,59.91,35.69,715.5854961217424,Mid Cap,True
Seemax Resources,0.0,27.7,62.04,0.0,0.0,29.18,0.0,Micro Cap,True
Sejal Glass,740.5,29.37,844.17,198.94,69.48,18.33,247.70857028166188,Small Cap,True
SEL Mfg. Co,29.11,0.0,96.46,-1.28,-18.31,-13.9,29.48743922204214,Micro Cap,False
Sellowrap Indus.,71.0,9.55,97.58,-35.14,41.3,14.04,109.46654332408262,Micro Cap,True
Sellwin Traders,4.75,35.42,111.56,4.0,12.43,4.89,4.5673076923076925,Micro Cap,True
Semac Construct,353.0,15.35,110.04,392.71,2.14,10.0,71.64457794645939,Micro Cap,True
Senco Gold,323.55,9.23,5301.0,151.29,44.93,20.92,128.75562099566238,Mid Cap,True
Senores Pharma.,1269.7,50.69,5847.42,77.29,53.39,15.13,716.1712448530657,Mid Cap,True
Senthil Infotek,38.08,1923.0,19.23,100.0,-50.0,0.38,19.04,Micro Cap,True
SEPC,6.59,23.16,1262.0,40.72,132.45,5.03,4.683058555997726,Small Cap,True
Sera Investments,39.75,4.9,260.33,1386.11,1754.42,21.12,2.6747683549669947,Micro Cap,True
Service Care Ltd,50.7,13.46,67.58,896.88,6.24,10.78,5.085867907872562,Micro Cap,True
Servotech Renew,98.45,61.32,2223.45,49.43,66.21,15.52,65.88369136050325,Small Cap,True
Seshaasai Tech.,308.75,20.5,4995.75,30.76,9.59,27.98,236.1196084429489,Small Cap,True
Seshachal Tech.,92.48,321.0,6.42,0.0,302.17,1.58,92.48,Micro Cap,True
Seshasayee Paper,223.36,17.07,1408.69,-3.77,17.81,5.6,232.1105684298036,Small Cap,True
Setco Automotive,16.82,0.0,225.0,-76.62,9.26,21.06,71.94183062446535,Micro Cap,False
Setubandhan Inf.,0.44,0.0,5.53,-161.04,-100.0,-1.28,-0.7208387942332899,Micro Cap,False
Seya Industries,13.08,0.0,34.75,83.9,100.0,-0.32,7.112561174551387,Micro Cap,False
SG Finserve,587.15,30.3,3869.02,77.68,94.88,9.32,330.45362449347135,Small Cap,True
SG Mart,588.7,66.81,7419.69,25.14,14.28,10.24,470.43311491129936,Mid Cap,True
SGL Resources,3.07,0.0,76.9,-165.57,-203.76,1.67,-4.682019216104926,Micro Cap,False
Sh. Ajit Pulp,271.0,8.02,241.06,111.67,12.56,14.31,128.02947985071103,Micro Cap,True
Sh. Bajrang All.,187.62,3.81,168.86,71.23,-41.2,1.12,109.57192080826958,Micro Cap,True
Sh. Digvijay Cem,76.01,44.96,1123.95,-56.7,-3.67,6.4,175.5427251732102,Small Cap,True
Sh. Dinesh Mills,355.65,18.51,199.18,-73.49,-9.07,6.19,1341.56921916258,Micro Cap,True
Sh. Ganesh Elas.,19.05,0.0,10.48,102.19,75.69,-10.84,9.421830951085612,Micro Cap,False
Sh. Hari Chem.,108.4,16.22,68.43,5200.0,17.67,11.37,2.0452830188679245,Micro Cap,True
Sh. Jagdamba Pol,581.65,12.95,509.41,-38.81,-15.51,15.34,950.5638176172577,Small Cap,True
Sh. Karthik Pap.,6.53,0.0,12.48,178.38,17.97,2.12,2.3457144909835477,Micro Cap,False
Sh. Krish. Infr.,9.9,121.0,10.89,11800.0,-175.0,0.92,0.08319327731092438,Micro Cap,True
Sh. Krishna Pap.,97.6,35.86,131.97,12.79,14.69,10.13,86.5324940154269,Micro Cap,True
Sh. Rajas. Synt.,17.38,0.0,70.8,73.2,-16.12,-36.47,10.034642032332563,Micro Cap,False
Sh. Rajiv. Oil,21.03,123.0,8.61,-85.71,0.0,1.68,147.1658502449265,Micro Cap,True
Sh. Rama Multi.,42.4,22.86,565.9,-87.1,5.58,17.7,328.6821705426356,Small Cap,True
Sh. Steel Wire,19.47,0.0,6.44,118.18,-40.2,-3.92,8.923824365203043,Micro Cap,False
Sh.Pushkar Chem.,403.15,18.6,1303.69,-22.19,-0.56,12.97,518.1210641305744,Small Cap,True
Sh.Renuka Sugar,22.4,0.0,4767.82,-233.41,-5.31,-3.12,-16.790345551308,Small Cap,False
Shadowfax Technologies,221.31,112.4,12946.2,648.31,73.62,9.66,29.574641525570957,Mid Cap,True
Shah Alloys,71.17,0.0,140.92,3.56,-92.59,0.47,68.72344534569332,Micro Cap,False
Shah Foods,206.7,146.48,481.92,0.0,0.0,0.0,206.7,Micro Cap,True
Shah Metacorp,4.08,33.11,402.97,118.73,50.22,4.82,1.8653134000822933,Micro Cap,True
Shahi Shipping,12.75,0.0,18.47,-303.23,-48.21,-16.67,-6.273680066919253,Micro Cap,False
Shahlon Silk,23.57,48.5,210.49,171.88,30.5,9.07,8.669265852582022,Micro Cap,True
Shaily Engineer.,2849.7,81.25,13107.27,64.85,10.23,30.17,1728.6624203821657,Mid Cap,True
Shakti Press,26.29,44.87,74.04,1700.0,143.41,8.85,1.4605555555555556,Micro Cap,True
Shakti Pumps,580.9,27.83,7168.19,-65.23,28.93,23.73,1670.6931262582684,Mid Cap,True
Shalby,172.15,49.73,1859.39,266.24,8.52,6.48,47.00469637396243,Small Cap,True
Shalibhadra Fin.,80.49,12.76,248.62,15.8,16.08,14.65,69.50777202072538,Micro Cap,True
Shalimar Paints,52.11,0.0,436.22,22.37,-12.32,-7.92,42.58396665849473,Micro Cap,False
Shalimar Prod.,0.29,0.0,28.55,-35.0,-100.0,-1.15,0.4461538461538461,Micro Cap,False
Shalimar Wires,17.98,9.98,76.87,707.69,5.45,16.74,2.2261015983855192,Micro Cap,True
Shamrock Indl.,23.56,0.0,12.79,-233.33,0.0,-102.35,-17.670441761044025,Micro Cap,False
Shangar Decor,0.23,7.66,11.26,132.08,100.46,3.47,0.09910375732506033,Micro Cap,True
Shankar Lal Ram.,41.18,19.53,263.42,90.48,30.49,14.01,21.619067618647627,Micro Cap,True
Shankara Building,122.51,63.61,297.08,-74.17,-79.23,4.29,474.29345722028654,Micro Cap,True
Shankara Buildpro,1031.9,19.3,2502.29,41.69,27.95,39.02,728.2800479920954,Small Cap,True
Shanmuga Hos.,37.0,11.96,50.37,21.55,-1.76,12.62,30.44014808720691,Micro Cap,True
Shantai Indust.,96.06,0.0,72.05,-612.5,-78.42,-15.13,-18.74341463414634,Micro Cap,False
Shanthala FMCG,25.95,13.69,17.38,71.43,-0.12,5.98,15.137373855217872,Micro Cap,True
Shanthi Gears,441.2,42.22,3384.7,-17.1,-11.82,25.5,532.2074788902293,Small Cap,True
Shanti Educat.,212.56,581.02,3422.22,308.51,22.98,10.31,52.032997968226,Small Cap,True
Shanti Gold,221.91,11.42,1599.88,465.07,121.65,33.49,39.27124073123684,Small Cap,True
Shanti Guru Inds,8.38,0.92,10.32,9650.0,0.0,71.68,0.08594871794871796,Micro Cap,True
Shanti Overseas,6.32,0.0,7.02,-3407.14,358.5,-14.31,-0.19110167697769073,Micro Cap,False
Shanti Spintex,42.99,7.33,72.6,0.0,0.0,0.0,42.99,Micro Cap,True
Sharat Industrie,144.05,35.53,564.88,-90.57,24.84,12.92,1527.571580063626,Small Cap,True
Sharda Cropchem,876.55,11.62,7908.28,56.53,12.93,30.37,559.9885006069123,Mid Cap,True
Sharda Ispat,167.45,13.72,85.06,335.0,64.38,11.42,38.49425287356322,Micro Cap,True
Sharda Motor,829.75,14.36,4763.4,6.35,29.59,35.96,780.2068641278797,Small Cap,True
Shardul Sec.,29.03,0.0,253.99,8.55,105.41,-5.88,26.74343620451405,Micro Cap,False
Share India Sec.,135.19,9.15,2958.3,208.26,73.7,18.41,43.855835982612085,Small Cap,True
Share Samadhan,30.5,64.52,37.42,-89.18,-75.88,1.58,281.8853974121997,Micro Cap,True
Sharika Enterpr.,21.93,0.0,94.96,-151.34,20.89,-21.98,-42.715231788079464,Micro Cap,False
Sharma E I Hosp.,101.0,26.72,33.13,16.22,24.92,11.58,86.90414730683187,Micro Cap,True
Sharp Chucks and,76.05,10.0,91.9,-22.12,28.62,12.33,97.6502311248074,Micro Cap,True
Sharp India,116.5,0.0,302.2,-24.51,0.0,-6733.33,154.32507616902902,Micro Cap,False
Sharp Investment,0.35,847.0,8.47,85.71,44.44,0.04,0.18846588767433092,Micro Cap,True
Sharpline Broadc,10.41,3.77,29.81,6.01,19.16,25.74,9.8198283180832,Micro Cap,True
Sharvaya Metals,103.7,8.91,104.01,-71.92,96.43,28.47,369.3019943019944,Micro Cap,True
Shashijit Infra.,2.2,32.63,15.99,120.22,21.35,4.01,0.9990009990009991,Micro Cap,True
Shashwat Furnis.,80.5,0.0,16.81,-144.44,34.08,-2.99,-181.1431143114312,Micro Cap,False
Shayona Eng.,140.7,13.55,54.76,9.64,54.1,19.67,128.32907697920464,Micro Cap,True
Sheel Bio.,65.0,11.25,132.29,105.03,93.71,15.73,31.702677656928255,Micro Cap,True
Sheela Foam,725.6,52.62,7923.79,511.54,23.59,6.11,118.65127383327338,Mid Cap,True
Sheetal Cool,480.65,26.4,504.68,72.36,42.5,16.0,278.86400556973774,Small Cap,True
Sheetal Univer.,295.6,29.42,338.64,25.22,169.33,22.49,236.0645264334771,Micro Cap,True
Shekhawati Inds,13.7,5.47,47.22,2993.75,-24.18,47.29,0.4428282828282828,Micro Cap,True
Shelter Infra,17.5,0.0,6.25,-200.0,-8.33,-0.07,-17.5,Micro Cap,False
Shelter Pharma,29.01,5.41,48.84,22.43,49.77,20.35,23.69517275177653,Micro Cap,True
Shemaroo Entert.,128.27,0.0,368.52,-1308.59,-31.72,-39.45,-10.61319388709157,Micro Cap,False
Shentracon Chem.,105.12,666.43,46.65,-33.33,0.0,0.0,157.67211639418028,Micro Cap,True
Shera Energy,160.55,13.35,392.37,69.73,27.14,19.54,94.59140988629,Micro Cap,True
Shervani Indl Sy,273.25,0.0,70.31,-141.29,-76.79,1.35,-661.7825139258904,Micro Cap,False
Sheshadri Indus.,17.86,2.0,8.86,-27.07,44.79,51.26,24.489236253942135,Micro Cap,True
Shetron,95.55,21.5,86.0,284.0,12.49,12.96,24.8828125,Micro Cap,True
Shigan Quantum,65.45,19.39,133.04,1.18,14.33,11.18,64.6866969756869,Micro Cap,True
Shikhar Cons.,11.5,0.0,5.22,-100.0,0.0,-4.01,inf,Micro Cap,False
Shilchar Tech.,4516.8,32.67,5167.31,-48.72,-34.59,50.72,8808.11232449298,Mid Cap,True
Shilp Gravures,161.9,11.28,99.57,56.25,3.14,11.19,103.616,Micro Cap,True
Shilpa Medicare,571.6,47.92,11179.46,147.82,32.09,11.03,230.65127915422482,Mid Cap,True
Shine Fashions,22.9,6.52,61.52,29.76,22.86,30.03,17.64796547472256,Micro Cap,True
Shining Tools,86.0,12.51,48.66,54.14,9.58,22.39,55.79343454002855,Micro Cap,True
Shipping Land,44.89,72.55,2090.97,99.63,19.06,1.31,22.48660021038922,Small Cap,True
Shipwaves Online,3.7,14.66,52.35,-116.86,-19.8,8.38,-21.945432977461437,Micro Cap,True
Shish Industries,11.95,69.36,504.23,-26.05,7.43,6.74,16.159567275185935,Small Cap,True
Shiv Aum Steels,405.0,74.03,550.82,154.65,1.22,8.2,159.04182210877676,Small Cap,True
Shiv Texchem,123.0,3.66,285.02,26.85,8.72,15.3,96.96491919590068,Micro Cap,True
Shiva Cement,17.08,0.0,503.86,46.56,14.12,-1.43,11.653930131004365,Small Cap,False
Shiva Global,39.61,0.0,39.58,-11.17,-26.78,4.41,44.59079139930204,Micro Cap,False
Shiva Granito,12.83,2055.0,20.55,-100.0,18.13,2.25,inf,Micro Cap,True
Shiva Mills,62.0,0.0,53.58,283.12,-10.16,-0.07,16.182919189809983,Micro Cap,False
Shiva Texyarn,146.39,19.52,189.76,-94.84,-9.51,10.81,2837.01550387597,Micro Cap,True
Shivagrico Impl.,25.0,32.13,12.53,-39.13,-2.81,6.9,41.0711352061771,Micro Cap,True
Shivalic Power,70.45,14.44,169.9,10.91,28.32,12.79,63.51997114777748,Micro Cap,True
Shivalik Bimetal,754.0,44.98,4343.36,23.75,22.8,26.79,609.2929292929292,Small Cap,True
Shivalik Rasayan,212.9,27.62,335.33,9.69,48.18,4.63,194.09244233749658,Micro Cap,True
Shivam Autotech,16.63,0.0,218.68,-71.75,1.47,-0.47,58.86725663716815,Micro Cap,False
Shivam Chemicals,113.0,31.67,191.95,163.87,17.61,16.83,42.82411793686285,Micro Cap,True
Shivamshree Busi,1.99,100.33,15.05,252.38,167.25,4.8,0.5647312560304217,Micro Cap,True
Shivansh Finserv,9.39,13.63,5.86,-100.0,0.0,7.0,inf,Micro Cap,True
Shivashrit Foods,130.75,17.0,238.87,12.18,-2.91,19.15,116.55375289712963,Micro Cap,True
Shlokka Dyes,25.0,10.79,53.52,-32.69,-16.81,10.62,37.1415837171297,Micro Cap,True
Shoora Designs,91.0,1052.0,42.08,-92.86,290.51,0.24,1274.5098039215684,Micro Cap,True
Shoppers Stop,356.4,0.0,3924.85,-24983.33,13.7,7.05,-1.4322841838290934,Small Cap,False
Shraddha Prime,159.3,11.92,643.59,245.89,287.02,23.58,46.05510422388621,Small Cap,True
Shradha AI Tech,26.51,15.32,161.58,31.98,73.62,18.4,20.08637672374602,Micro Cap,True
Shradha Realty,33.97,10.24,275.15,108.04,-4.84,10.71,16.328590655643143,Micro Cap,True
Shree Bhavya,22.4,9.33,21.28,-26.67,-9.22,9.15,30.54684303831992,Micro Cap,True
Shree Cement,25735.0,53.26,92853.8,-8.47,10.29,10.48,28116.464547143012,Large Cap,True
Shree Ganesh Bio,0.57,59.79,22.72,84.21,-29.57,0.8,0.30942945551273005,Micro Cap,True
Shree Ganesh Rem,709.55,51.26,910.89,-5.0,35.9,14.61,746.8947368421052,Small Cap,True
Shree Hanuman Sg,3.94,0.0,7.29,23.08,0.0,-0.43,3.2011699707507315,Micro Cap,False
Shree Karni,475.0,22.53,343.37,-11.43,6.73,12.81,536.2989725640736,Micro Cap,True
Shree Marutinand,61.0,5.85,21.11,20.09,18.93,16.77,50.795236905654086,Micro Cap,True
Shree Metalloys,38.83,14.08,20.41,12.2,-0.62,17.88,34.6078431372549,Micro Cap,True
Shree Mfg. Co.,10.1,0.0,8.38,-214.29,0.0,0.0,-8.837168606177269,Micro Cap,False
Shree OSFM,61.7,12.54,95.04,-51.35,9.79,12.3,126.82425488180886,Micro Cap,True
Shree Pacetronix,130.05,15.53,48.76,146.67,25.47,23.3,52.72226050999311,Micro Cap,True
Shree Precoated,14.32,0.0,5.93,6.67,0.0,0.0,13.424580481859943,Micro Cap,False
Shree Ram Prote.,0.37,0.0,7.93,33.33,0.0,-23.95,0.27750693767344187,Micro Cap,False
Shree Ram Twist.,40.45,11.41,161.7,233.01,-53.25,13.96,12.146782378907542,Micro Cap,True
Shree Rama News.,29.06,0.0,428.7,-49.4,-30.54,0.93,57.43083003952569,Micro Cap,False
Shree Refrigerat,377.15,62.71,1350.06,343.56,116.0,13.9,85.02795563170709,Small Cap,True
Shree Salasar,214.9,8.21,149.83,1117.5,81.09,20.28,17.650924024640656,Micro Cap,True
Shree Securities,0.22,292.67,17.56,-183.33,28.57,1.53,-0.26401056042241683,Micro Cap,True
Shree Tirupati,510.0,176.32,516.63,-85.44,3.01,6.89,3502.7472527472514,Small Cap,True
Shree TirupatiBa,29.29,21.7,238.92,-35.34,-6.82,6.89,45.29848437983298,Micro Cap,True
Shree Vasu Logis,711.5,141.48,817.78,206.36,52.61,14.36,232.24311267789528,Small Cap,True
Shreedhar Spinners,0.0,18.41,113.62,0.0,0.0,12.07,0.0,Micro Cap,True
Shreeji Global,155.5,17.77,353.92,54.29,58.13,25.62,100.78423747488496,Micro Cap,True
Shreeji Ship. Gl,481.15,51.33,7838.81,-18.07,20.49,26.35,587.269620407665,Mid Cap,True
Shreeji Translog,8.2,18.13,57.3,83.87,21.6,7.72,4.459672594768042,Micro Cap,True
Shreenath Paper,12.65,8.69,24.86,8.9,18.94,8.97,11.616161616161618,Micro Cap,True
Shreeoswal Seeds,10.91,13.82,99.79,283.64,116.94,19.89,2.8438119069961423,Micro Cap,True
Shreevatsaa Fin.,27.17,83.15,27.44,-33.33,4.55,2.05,40.7529623518824,Micro Cap,True
Shrem InvIT,101.5,7.27,6200.07,-3.0,-38.26,9.68,104.63917525773196,Mid Cap,True
Shrenik,0.4,128.84,24.48,-1387.5,145.26,0.0,-0.031067961165048546,Micro Cap,True
Shreyans Inds.,139.07,29.7,192.19,-156.77,-6.35,2.48,-244.97093535317944,Micro Cap,True
Shreyas Interm.,5.94,0.0,42.09,6.67,0.0,-5.36,5.568575982000563,Micro Cap,False
Shri Ahimsa,428.9,33.41,1004.95,24.41,14.0,22.96,344.7472068161723,Small Cap,True
Shri Balaji,111.9,10.67,91.31,20.7,25.93,17.87,92.70919635459818,Micro Cap,True
Shri Gang Indus,67.98,7.76,144.38,240.0,38.6,30.71,19.994117647058825,Micro Cap,True
Shri Hare-Krish.,40.0,12.38,76.76,-64.85,-35.63,7.76,113.79800853485062,Micro Cap,True
Shri Kanha Stain,24.15,4.31,37.63,35.35,13.55,23.77,17.842630217953452,Micro Cap,True
Shri Keshav,133.35,0.0,233.53,-121.32,22.98,6.25,-625.4690431519705,Micro Cap,False
Shri Krishna,40.93,25.13,114.6,-54.22,-40.54,6.7,89.40585408475317,Micro Cap,True
SHRI NIWAS L& F.,11.11,0.01,6.04,100.85,188.24,195.35,5.531491162559124,Micro Cap,True
Shri Techtex,64.0,8.28,159.68,88.48,10.29,22.83,33.95585738539898,Micro Cap,True
Shri Vasuprada,101.45,0.0,84.05,-60.0,-30.45,-0.67,253.625,Micro Cap,False
Shri Venkatesh,263.6,15.26,583.07,118.95,108.92,19.78,120.39278374058006,Small Cap,True
Shricon Indus.,202.5,12.88,25.11,187.5,232.35,46.09,70.43478260869566,Micro Cap,True
Shringar House,216.58,18.08,2088.53,123.46,106.5,26.83,96.92114919896179,Small Cap,True
Shriram AMC,283.6,0.0,481.57,-53.28,85.59,-18.75,607.0205479452056,Micro Cap,False
Shriram Finance,1031.8,24.21,242773.78,40.94,9.25,11.49,732.0845749964524,Large Cap,True
Shriram Pistons,4033.0,31.04,17765.29,7.65,47.29,21.02,3746.400371574547,Mid Cap,True
Shriram Properti,88.85,15.04,1516.26,64.36,57.18,8.04,54.05816500365052,Small Cap,True
Shristi Infra,29.66,0.0,65.85,-343.35,-62.3,-0.56,-12.188206287240599,Micro Cap,False
Shrydus Indust.,3.85,0.0,12.33,98.98,0.0,-0.12,1.9348678259121521,Micro Cap,False
Shubham Polyspin,46.67,54.92,56.57,77.78,-19.82,8.87,26.251546855664305,Micro Cap,True
Shubhlaxmi Jewel,27.3,27.31,28.95,-7750.0,29.44,6.86,-0.3568627450980392,Micro Cap,True
Shubhshree Bio.,330.0,16.43,172.99,59.85,24.01,32.58,206.4435408195183,Micro Cap,True
Shukra Bullions,43.5,436.4,21.82,166.67,-18.52,3.18,16.312296096298798,Micro Cap,True
Shukra Jewellery,9.58,0.0,13.0,-688.89,21.51,-0.08,-1.626789383416258,Micro Cap,False
Shukra Pharma.,29.46,58.5,1289.99,-132.1,-52.52,36.91,-91.77570093457946,Small Cap,True
Shyam Century,5.48,0.0,116.27,104.57,-99.37,-7.4,2.678789656352349,Micro Cap,False
Shyam Dhani Ind.,64.05,15.49,132.3,12.73,25.81,16.98,56.81717377805376,Micro Cap,True
Shyam Metalics,945.75,24.67,26398.9,45.87,26.6,13.01,648.3512716802633,Large Cap,True
Shyam Telecom,20.58,0.0,23.19,33.33,0.0,0.0,15.435385884647117,Micro Cap,False
Shyamkamal Inv,12.88,147.91,34.02,-146.67,-113.51,5.15,-27.59802871223485,Micro Cap,True
Sibar Auto Parts,7.5,0.0,12.39,-1133.33,12.46,-16.58,-0.7258087929315902,Micro Cap,False
Sicagen India,53.19,11.51,210.47,12.34,10.49,5.95,47.347338436888016,Micro Cap,True
Sical Logistics,95.91,589.09,765.22,-134.67,29.65,9.85,-276.6368618402078,Small Cap,True
Siddhes. Garment,19.0,314.5,6.29,50.0,0.0,0.09,12.666666666666666,Micro Cap,True
Siddhi Cotspin,29.25,7.41,71.39,-39.48,19.35,10.64,48.33113020489095,Micro Cap,True
Siddhika Coatins,218.0,14.0,134.7,35.29,13.51,31.93,161.13533890161875,Micro Cap,True
Siemens,3627.9,54.41,129196.96,-9.59,14.6,21.22,4012.7198318770047,Large Cap,True
Siemens Ener.Ind,3685.8,97.35,131258.9,52.21,27.38,67.75,2421.522895998949,Large Cap,True
Sigachi Indust.,24.8,29.12,947.65,-34.89,-4.91,6.24,38.08938719090769,Small Cap,True
Sigma Advanced System,615.05,39.08,10839.62,1400.69,469.05,60.82,40.984480472316065,Mid Cap,True
Sigma Solve,39.02,16.79,401.03,-21.26,4.67,48.33,49.55549911099823,Micro Cap,True
SignatureGlobal,756.5,296.55,10642.9,61.39,112.76,2.6,468.74031848317736,Mid Cap,True
Signet Industrie,47.9,7.26,141.0,-7.56,7.07,13.7,51.81739506707053,Micro Cap,True
Signoria Creatio,105.85,12.02,50.36,0.0,0.0,18.61,105.85,Micro Cap,True
Signpost India,248.1,18.94,1326.09,2183.7,46.08,25.13,10.863948854928406,Small Cap,True
Sihora Indust.,60.0,32.95,31.96,-69.23,32.91,11.48,194.99512512187198,Micro Cap,True
Sika Interplant,1056.05,61.44,2238.92,-1.01,-10.19,35.24,1066.824931811294,Small Cap,True
Sikko Industries,3.83,32.74,167.29,-127.27,-41.7,7.76,-14.044737807114048,Micro Cap,True
Sikozy Realtors,1.81,0.0,8.07,-150.0,0.0,-71.43,-3.62,Micro Cap,False
SIL Investments,421.05,11.8,446.31,-238.29,-1072.41,1.75,-304.46886976643293,Micro Cap,True
Silgo Retail,75.66,41.91,241.42,9.77,-19.06,8.17,68.92593604810058,Micro Cap,True
Silicon Rental,81.64,9.1,93.23,-4.54,11.31,12.57,85.52273203435995,Micro Cap,True
Silkflex Polymer,216.6,20.71,251.41,235.25,199.85,22.46,64.60850111856823,Micro Cap,True
Silky Overseas,115.95,10.89,73.83,-123.46,-47.17,17.88,-494.2455242966754,Micro Cap,True
Silly Monks,16.72,0.0,20.83,-11100.0,-21.64,-17.68,-0.152,Micro Cap,False
Silver Oak (I),78.0,0.0,29.56,-107.14,0.0,-0.32,-1092.4369747899175,Micro Cap,False
Silver Touch,184.59,65.51,2340.79,43.54,17.35,28.93,128.59830012540058,Small Cap,True
Silverline Tech,6.94,0.0,108.21,-5973.33,-89.46,1.47,-0.11816124753759792,Micro Cap,False
Simandhar Impex,145.35,2221.5,44.43,0.0,0.0,1.15,145.35,Micro Cap,True
Simbhaoli Sugar,6.78,0.0,27.99,-85.4,-42.44,-3.14,46.43835616438359,Micro Cap,False
